,cumulative_irrigation_cm,scheme,0.0,2.083333,4.166667,6.25,8.333334,10.41667,12.5,14.58333,16.66667,18.75,20.83333,22.91666,25.0
, , , , , , , , , , , , , , , 
c:/Users/QuinnHull/ownCloud-active jobs/BHP Chile/2150 - BHP Chile - MEL Permeability Testing Program for SHL Ores/Hydrus model/Sulphide AND SCC\Raw data\Sulphide_AND_SCC_Scheme_6_Water_Content_Time_2_-_1_0_hours_Cross-Section_No_7_-_100cm.txt,19.1,6,0.09018895,0.09018895,0.09018896,0.09018896,0.09018895,0.09018895,0.09018895,0.09018895,0.09018895,0.09018894,0.09018895,0.09018894,0.09018896
c:/Users/QuinnHull/ownCloud-active jobs/BHP Chile/2150 - BHP Chile - MEL Permeability Testing Program for SHL Ores/Hydrus model/Sulphide AND SCC\Raw data\Sulphide_AND_SCC_Scheme_6_Water_Content_Time_5_-_12_0_hours_Cross-Section_No_7_-_100cm.txt,38.2,6,0.09018896,0.09018896,0.09018896,0.09018896,0.09018895,0.09018895,0.09018895,0.09018896,0.09018895,0.09018894,0.09018895,0.09018894,0.09018896
c:/Users/QuinnHull/ownCloud-active jobs/BHP Chile/2150 - BHP Chile - MEL Permeability Testing Program for SHL Ores/Hydrus model/Sulphide AND SCC\Raw data\Sulphide_AND_SCC_Scheme_6_Water_Content_Time_14_-_48_0_hours_Cross-Section_No_7_-_100cm.txt,152.79,6,0.09018895,0.09018897,0.09018895,0.09018896,0.09018895,0.09018895,0.09018894,0.09018896,0.09018895,0.09018894,0.09018895,0.09018894,0.09018896
c:/Users/QuinnHull/ownCloud-active jobs/BHP Chile/2150 - BHP Chile - MEL Permeability Testing Program for SHL Ores/Hydrus model/Sulphide AND SCC\Raw data\Sulphide_AND_SCC_Scheme_6_Water_Content_Time_81_-_273_0_hours_Cross-Section_No_7_-_100cm.txt,1680.68,6,0.2540565,0.2540835,0.254084,0.2540839,0.2540453,0.254086,0.2541401,0.2540859,0.2540461,0.2540841,0.2540452,0.2540841,0.2541484
, , , , , , , , , , , , , , , 
c:/Users/QuinnHull/ownCloud-active jobs/BHP Chile/2150 - BHP Chile - MEL Permeability Testing Program for SHL Ores/Hydrus model/Sulphide AND SCC\Raw data\Sulphide_AND_SCC_Scheme_7_Water_Content_Time_5_-_6_000_hours_Cross-Section_No_7_-_100cm.txt,19.1,7,0.09018895,0.09018897,0.09018896,0.09018896,0.09018895,0.09018895,0.09018895,0.09018897,0.09018895,0.09018894,0.09018895,0.09018894,0.09018896
c:/Users/QuinnHull/ownCloud-active jobs/BHP Chile/2150 - BHP Chile - MEL Permeability Testing Program for SHL Ores/Hydrus model/Sulphide AND SCC\Raw data\Sulphide_AND_SCC_Scheme_7_Water_Content_Time_10_-_12_000_hours_Cross-Section_No_7_-_100cm.txt,38.2,7,0.09018896,0.09018897,0.09018896,0.09018896,0.09018895,0.09018895,0.09018895,0.09018895,0.09018895,0.09018894,0.09018895,0.09018894,0.09018896
c:/Users/QuinnHull/ownCloud-active jobs/BHP Chile/2150 - BHP Chile - MEL Permeability Testing Program for SHL Ores/Hydrus model/Sulphide AND SCC\Raw data\Sulphide_AND_SCC_Scheme_7_Water_Content_Time_37_-_48_000_hours_Cross-Section_No_7_-_100cm.txt,152.79,7,0.09018896,0.09018896,0.09018896,0.09018896,0.09018895,0.09018895,0.09018895,0.09018895,0.09018895,0.09018894,0.09018895,0.09018894,0.09018896
c:/Users/QuinnHull/ownCloud-active jobs/BHP Chile/2150 - BHP Chile - MEL Permeability Testing Program for SHL Ores/Hydrus model/Sulphide AND SCC\Raw data\Sulphide_AND_SCC_Scheme_7_Water_Content_Time_326_-_384_000_hours_Cross-Section_No_7_-_100cm.txt,1680.68,7,0.2446541,0.2446531,0.244653,0.244653,0.2446545,0.244653,0.244651,0.2446529,0.2446544,0.2446529,0.2446544,0.2446529,0.2446506
, , , , , , , , , , , , , , , 
